"","x"
"376","SPGP_0Y01070"
"377","SPGP_0Y01080"
"378","SPGP_0Y01230"
"379","SPGP_0Y01240"
"380","SPGP_0Y01290"
"381","SPGP_0Y01330"
"382","SPGP_0Y01350"
"383","SPGP_0Y01480"
"384","SPGP_0Y01680"
"385","SPGP_0Y01720"
"386","SPGP_0Z00320"
"387","SPGP_0Z00670"
"388","SPGP_0Z00760"
"389","SPGP_0Z00870"
"390","SPGP_0Z01340"
"391","SPGP_0Z01630"
"392","SPGP_0Z01750"
"393","SPGP_0Z02200"
"394","SPGP_0Z02380"
"395","SPGP_0Z02710"
"396","SPGP_0Z02720"
"397","SPGP_0Z02910"
"398","SPGP_0Z03070"
"399","SPGP_0AA00180"
"400","SPGP_0AA00230"
"401","SPGP_0AA00360"
"402","SPGP_0AA00610"
"403","SPGP_0AA00710"
"404","SPGP_0AA01020"
"405","SPGP_0AC00300"
"406","SPGP_0AC00360"
"407","SPGP_0AC00460"
"408","SPGP_0AC00630"
"409","SPGP_0AC00660"
"410","SPGP_0AC01050"
"411","SPGP_0B00820"
"412","SPGP_0B00980"
"413","SPGP_0B01080"
"414","SPGP_0B01870"
"415","SPGP_0B01950"
"416","SPGP_0B01960"
"417","SPGP_0B01970"
"418","SPGP_0AE00140"
"419","SPGP_0AE00330"
"420","SPGP_0AE00440"
"421","SPGP_0AE00450"
"422","SPGP_0AE00580"
"423","SPGP_0AE00990"
"424","SPGP_0AF00150"
"425","SPGP_0AF00450"
"426","SPGP_0AF00470"
"427","SPGP_0AF00500"
"428","SPGP_0AF00510"
"429","SPGP_0AF00520"
"430","SPGP_0AH00430"
"431","SPGP_0AH01180"
"432","SPGP_0AI00440"
"433","SPGP_0C00410"
"434","SPGP_0C00470"
"435","SPGP_0C00520"
"436","SPGP_0C00790"
"437","SPGP_0C01830"
"438","SPGP_0C02560"
"439","SPGP_0C02810"
"440","SPGP_0C02820"
"441","SPGP_0C03210"
"442","SPGP_0C03410"
"443","SPGP_0C03610"
"444","SPGP_0C03620"
"445","SPGP_0C03850"
"446","SPGP_0C03960"
"447","SPGP_0C03990"
"448","SPGP_0C04020"
"449","SPGP_0C04100"
"450","SPGP_0C04630"
"451","SPGP_0C05090"
"452","SPGP_0C05180"
"453","SPGP_0D00180"
"454","SPGP_0D00210"
"455","SPGP_0D00340"
"456","SPGP_0D00660"
"457","SPGP_0BF00110"
"458","SPGP_0BF00220"
"459","SPGP_0BF00340"
"460","SPGP_0BF00350"
"461","SPGP_0BF00400"
"462","SPGP_0E00100"
"463","SPGP_0E00140"
"464","SPGP_0E00400"
"465","SPGP_0E00500"
"466","SPGP_0E00760"
"467","SPGP_0E00870"
"468","SPGP_0E01240"
"469","SPGP_0E01280"
"470","SPGP_0E01390"
"471","SPGP_0E01470"
"472","SPGP_0E01790"
"473","SPGP_0E02070"
"474","SPGP_0E02270"
"475","SPGP_0E02410"
"476","SPGP_0E02530"
"477","SPGP_0E02580"
"478","SPGP_0F00270"
"479","SPGP_0F00430"
"480","SPGP_0F00820"
"481","SPGP_0F00830"
"482","SPGP_0F01140"
"483","SPGP_0F01550"
"484","SPGP_0F01560"
"485","SPGP_0F01570"
"486","SPGP_0F01930"
"487","SPGP_0F02150"
"488","SPGP_0F02270"
"489","SPGP_0F02340"
"490","SPGP_0F02400"
"491","SPGP_0F02420"
"492","SPGP_0F02430"
"493","SPGP_0F02620"
"494","SPGP_0F02800"
"495","SPGP_0F03110"
"496","SPGP_0F03540"
"497","SPGP_0F03640"
"498","SPGP_0F04510"
"499","SPGP_0F04670"
"500","SPGP_0F04710"
"501","SPGP_0F04850"
"502","SPGP_0G00120"
"503","SPGP_0G00320"
"504","SPGP_0G00540"
"505","SPGP_0G00570"
"506","SPGP_0G00600"
"507","SPGP_0G00690"
"508","SPGP_0G00840"
"509","SPGP_0G00910"
"510","SPGP_0G00940"
"511","SPGP_0G01040"
"512","SPGP_0G01120"
"513","SPGP_0G01200"
"514","SPGP_0G01670"
"515","SPGP_0G02050"
"516","SPGP_0G02180"
"517","SPGP_0G02270"
"518","SPGP_0G02360"
"519","SPGP_0G02380"
"520","SPGP_0G02470"
"521","SPGP_0G02500"
"522","SPGP_0G02860"
"523","SPGP_0G02880"
"524","SPGP_0G02890"
"525","SPGP_0G02970"
"526","SPGP_0G02980"
"527","SPGP_0G03020"
"528","SPGP_0G03040"
"529","SPGP_0G03120"
"530","SPGP_0CH00100"
"531","SPGP_0H00460"
"532","SPGP_0H00660"
"533","SPGP_0H00790"
"534","SPGP_0I00100"
"535","SPGP_0I00140"
"536","SPGP_0I00150"
"537","SPGP_0I00170"
"538","SPGP_0I00290"
"539","SPGP_0I00340"
"540","SPGP_0I01120"
"541","SPGP_0I01190"
"542","SPGP_0I01240"
"543","SPGP_0I01320"
"544","SPGP_0I01850"
"545","SPGP_0I02220"
"546","SPGP_0I02610"
