"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SPGP_0CZ00130",6961.13302566837,1.37653367717689,0.239257851953268,5.75334797140015,8.74931318004259e-09,7.76469409641194e-08
"SPGP_0CZ00200",3542.2029418973,1.05823589887012,0.143442768930107,7.37740847282267,1.61400251670758e-13,2.73354706614717e-12
"SPGP_0CZ00340",383.360256052976,-1.08994791547343,0.174126530132871,-6.25951665516864,3.86172492211117e-10,4.30394705033817e-09
"SPGP_0CZ00410",1246.2622306276,-1.00328989347606,0.169858658850345,-5.9066161258227,3.4920616901062e-09,3.29599697646378e-08
"SPGP_0CZ00420",62.2520168422533,1.32681555857373,0.29823536216745,4.44888744557649,8.63162315340209e-06,4.58716348345902e-05
"SPGP_0CZ00640",79.2492134728049,1.72504353577393,0.300994394040551,5.73114838657604,9.97529519136304e-09,8.77535434261559e-08
"SPGP_0CZ00650",529.491867983374,-1.19955333640942,0.270745846978361,-4.4305511969877,9.39925279897228e-06,4.95731255014481e-05
"SPGP_0CZ00670",59.9727352823198,2.20079667330088,0.321206243946468,6.85166217898199,7.29967781095835e-12,1.00607610272455e-10
"SPGP_0CZ00710",72.4308138670391,-1.25815926075851,0.28577650011733,-4.40259874497011,1.06961880723621e-05,5.58606110222899e-05
"SPGP_0CZ00730",350.67506938816,-1.07764424070697,0.140309717806515,-7.68046759379149,1.58508942172664e-14,3.01100529355662e-13
"SPGP_0CZ00950",594.651152572431,1.25380326945172,0.157828271930193,7.94409806378842,1.95608804542613e-15,4.11232338273924e-14
"SPGP_0CZ01470",1472.30763316216,-1.77232396814922,0.132082858499516,-13.4182738644751,4.72592960740104e-41,5.86597920173435e-39
"SPGP_0CZ01480",562.484744005058,-1.1346080319465,0.164491995189955,-6.89764891377393,5.28702111620315e-12,7.45034188707881e-11
"SPGP_0CZ01540",47.2482885523783,1.65715707711966,0.272710331481527,6.07662008299056,1.22742096900137e-09,1.25103052869757e-08
"SPGP_0CZ01600",328.325977428651,-1.06759459161467,0.2416260594002,-4.41837521277637,9.94456699162411e-06,5.22666598092262e-05
"SPGP_0CZ01620",39.2803925822605,-1.18002038023145,0.311102198454674,-3.79303131283841,0.0001488193818332,0.000604958465137114
"SPGP_0CZ01850",77.2692706758671,-1.10173016241273,0.283802251914655,-3.88203460324917,0.00010358613274153,0.00043513859470144
"SPGP_0CZ01910",45.6575376258745,1.10448370449636,0.312235581352034,3.53734093889541,0.000404177555253218,0.00150030840972938
