"","x"
"219","SPGP_0B01320"
"220","SPGP_0B01930"
"221","SPGP_0B01940"
"222","SPGP_0AE00100"
"223","SPGP_0AE00190"
"224","SPGP_0AE00240"
"225","SPGP_0AE00340"
"226","SPGP_0AE00370"
"227","SPGP_0AE00620"
"228","SPGP_0AE00650"
"229","SPGP_0AE01250"
"230","SPGP_0AF00130"
"231","SPGP_0AF00330"
"232","SPGP_0AG00110"
"233","SPGP_0AG00160"
"234","SPGP_0AH00110"
"235","SPGP_0AH00360"
"236","SPGP_0AH00660"
"237","SPGP_0AH00710"
"238","SPGP_0AH00920"
"239","SPGP_0AH00930"
"240","SPGP_0AH00990"
"241","SPGP_0AI00270"
"242","SPGP_0C00100"
"243","SPGP_0C00110"
"244","SPGP_0C00140"
"245","SPGP_0C00290"
"246","SPGP_0C00400"
"247","SPGP_0C00800"
"248","SPGP_0C01900"
"249","SPGP_0C02010"
"250","SPGP_0C02020"
"251","SPGP_0C02200"
"252","SPGP_0C02470"
"253","SPGP_0C02590"
"254","SPGP_0C03220"
"255","SPGP_0C03720"
"256","SPGP_0C03860"
"257","SPGP_0C04610"
"258","SPGP_0AP00100"
"259","SPGP_0D00890"
"260","SPGP_0D01040"
"261","SPGP_0D01090"
"262","SPGP_0BF00150"
"263","SPGP_0E00360"
"264","SPGP_0E00480"
"265","SPGP_0E00720"
"266","SPGP_0E01060"
"267","SPGP_0E01490"
"268","SPGP_0E01640"
"269","SPGP_0E02180"
"270","SPGP_0E02380"
"271","SPGP_0F00520"
"272","SPGP_0F01210"
"273","SPGP_0F01220"
"274","SPGP_0F01310"
"275","SPGP_0F01360"
"276","SPGP_0F01940"
"277","SPGP_0F02230"
"278","SPGP_0F02560"
"279","SPGP_0F02570"
"280","SPGP_0F03220"
"281","SPGP_0F03430"
"282","SPGP_0F04340"
"283","SPGP_0G00510"
"284","SPGP_0G00530"
"285","SPGP_0G00670"
"286","SPGP_0G00970"
"287","SPGP_0G01700"
"288","SPGP_0G01920"
"289","SPGP_0G02260"
"290","SPGP_0G02440"
"291","SPGP_0G02530"
"292","SPGP_0G03000"
"293","SPGP_0G03030"
"294","SPGP_0G03180"
"295","SPGP_0G03200"
"296","SPGP_0G03370"
"297","SPGP_0G03380"
"298","SPGP_0I00190"
"299","SPGP_0I00420"
"300","SPGP_0I00440"
"301","SPGP_0I00470"
"302","SPGP_0I01060"
"303","SPGP_0I01530"
"304","SPGP_0I01540"
"305","SPGP_0I02330"
"306","SPGP_0I02410"
"307","SPGP_0I02580"
"308","SPGP_0I02690"
