"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SPGP_0CW00100",17962.2761747219,-1.12757863398362,0.135156410707909,-8.34276841237273,7.25712027636959e-17,5.8865518077365e-16
"SPGP_0CZ00100",620.452633215157,2.31114223912597,0.323972721206302,7.13375567708449,9.76666312834876e-13,5.77162354663964e-12
"SPGP_0CZ00110",146.398758446684,2.38837905832567,0.229686948791907,10.3984099701264,2.52104725644286e-25,3.61743808266971e-24
"SPGP_0CZ00120",88.1083967142087,2.96892293013138,0.374336452286757,7.93116169156046,2.17105325991135e-15,1.58059795528956e-14
"SPGP_0CZ00130",6961.13302566837,1.89659097196479,0.239527889147912,7.91803818215765,2.41287277204644e-15,1.75234145227445e-14
"SPGP_0CZ00140",11208.0048160465,6.63208694051375,0.307580057894624,21.5621486838587,4.07253826613052e-103,2.7824834522901e-100
"SPGP_0CZ00200",3542.2029418973,1.38323075392885,0.144203319442722,9.5922254721624,8.62051917180847e-22,9.71668163502574e-21
"SPGP_0CZ00250",1162.46518969731,1.2609219074261,0.135304203880779,9.31916282909536,1.17261851800836e-20,1.23256777242015e-19
"SPGP_0CZ00320",19.933338103248,1.55364941517167,0.511705345598518,3.03621884847507,0.00239565412562449,0.00527079513098754
"SPGP_0CZ00370",699.899472939825,-1.97350167299211,0.190569759414149,-10.3557966335219,3.93893711835871e-25,5.59770231764192e-24
"SPGP_0CZ00380",672.642890842821,-2.04838976862414,0.141964743741521,-14.4288625093685,3.4065291182513e-47,2.05828514478286e-45
"SPGP_0CZ00410",1246.2622306276,1.92479246027029,0.18001427970412,10.6924431963618,1.10423171670219e-26,1.72672290629382e-25
"SPGP_0CZ00460",16766.0210957205,-1.13728920760234,0.116224499662829,-9.78527944539794,1.30235026545145e-22,1.53618526663211e-21
"SPGP_0CZ00470",7878.39884935983,-1.1384659228787,0.119736313050024,-9.50810905963896,1.94159653740727e-21,2.1422683782921e-20
"SPGP_0CZ00480",3654.63652772596,-1.39780739930216,0.1196821697472,-11.6793286941129,1.62574370978953e-31,3.68363664039556e-30
"SPGP_0CZ00510",1044.19216710329,-1.17675327065039,0.148784532813932,-7.90911023071209,2.59234999467444e-15,1.87502057432397e-14
"SPGP_0CZ00560",13388.2583354263,-1.3732656072178,0.183295706024547,-7.49207734868539,6.77919485683668e-14,4.36641107457748e-13
"SPGP_0CZ00570",406.998603003318,1.68958231884275,0.217992213881591,7.7506544328253,9.14201615692897e-15,6.33875000045614e-14
"SPGP_0CZ00630",26.0945360602666,1.53402911444439,0.421515879348324,3.63931512334967,0.000273364112999523,0.000696705897176978
"SPGP_0CZ00650",529.491867983374,-3.01081192710805,0.268913310516715,-11.196217551756,4.25516035987568e-29,8.09300520694128e-28
"SPGP_0CZ00660",556.245382648383,1.71101738829407,0.170408322444025,10.0406914624496,1.0096390487587e-23,1.27020028768765e-22
"SPGP_0CZ00670",59.9727352823198,1.78612302854946,0.328818151854676,5.43194777561689,5.57422379513706e-08,2.17150244510559e-07
"SPGP_0CZ00690",2601.77659949293,1.6810761268187,0.165753204374181,10.1420430040299,3.5950111674607e-24,4.68096244859623e-23
"SPGP_0CZ00700",1647.92025165724,1.61042592677031,0.139896308203286,11.5115684427509,1.15360986094258e-30,2.4630679771375e-29
"SPGP_0CZ00760",859.790891290655,2.13815293829079,0.147582189297327,14.487879252036,1.4453684487638e-47,8.97745633700705e-46
"SPGP_0CZ00820",1455.35509081511,-1.58914885284852,0.172663151072652,-9.20375217859799,3.45663898219415e-20,3.50477938811055e-19
"SPGP_0CZ00830",2446.6400306796,-1.4582551244939,0.173004379721335,-8.42900698145771,3.48610789385742e-17,2.89109339992919e-16
"SPGP_0CZ00840",16482.7720387967,2.06522499657073,0.141169527940271,14.6293964901868,1.82397867476187e-48,1.23668538849122e-46
"SPGP_0CZ00950",594.651152572431,1.12968217156936,0.159854867277437,7.06692383415975,1.58405836912842e-12,9.23202521955293e-12
"SPGP_0CZ00990",1673.39688890313,-1.43540593949475,0.141531965591822,-10.1419204735307,3.59952415265844e-24,4.68096244859623e-23
"SPGP_0CZ01090",22.8619496719196,-1.42162011318067,0.510359019575671,-2.78552951677557,0.00534403743107563,0.0109570038002802
"SPGP_0CZ01130",629.898257353516,-1.82962772371297,0.182186146616441,-10.042628145404,9.90006432618829e-24,1.24726767865538e-22
"SPGP_0CZ01220",14.3061622197256,-1.83032548193837,0.643557988061347,-2.84407235384032,0.00445409321857837,0.00928450034438232
"SPGP_0CZ01240",2682.6853901978,1.9818488119998,0.193622744395659,10.2356198812572,1.37312989012242e-24,1.85633785145622e-23
"SPGP_0CZ01250",5447.47374112268,1.75205925587223,0.169442433681891,10.3401445423141,4.63837393506354e-25,6.56019702089719e-24
"SPGP_0CZ01290",353.533176182033,1.42011244334598,0.221138385263513,6.42182695534174,1.34648437913802e-10,6.66265975236988e-10
"SPGP_0CZ01350",1114.36632126968,1.32667032438339,0.162067972509586,8.18588832722592,2.70302296849977e-16,2.11340228927948e-15
"SPGP_0CZ01360",4534.74880272241,1.78661252574153,0.134510541283177,13.2823235167888,2.93154371315509e-40,1.1781887448074e-38
"SPGP_0CZ01400",817.316622313853,-1.71142307500775,0.132162213234447,-12.9494129458304,2.36757641570948e-38,8.58318927523738e-37
"SPGP_0CZ01470",1472.30763316216,-1.15823309093535,0.133441848116461,-8.67968412671044,3.96869485874467e-18,3.49009383518516e-17
"SPGP_0CZ01480",562.484744005058,-1.84112750729774,0.164408189146737,-11.1985146047348,4.14627156486943e-29,7.90282919295499e-28
"SPGP_0CZ01490",432.961255822529,-1.49346436676038,0.197691604405812,-7.55451588978287,4.20420639292605e-14,2.76196458446518e-13
"SPGP_0CZ01540",47.2482885523783,1.15744488006172,0.279452211265311,4.14183475171305,3.44538549206196e-05,9.88114754294296e-05
"SPGP_0CZ01550",38.691214366747,-1.02746767210724,0.397913161998026,-2.58214045232395,0.00981896153527987,0.0191422336164082
"SPGP_0CZ01590",117.192279519893,-1.1408076673699,0.226472196116392,-5.03729679374683,4.72152382317822e-07,1.67144577909402e-06
"SPGP_0CZ01600",328.325977428651,-1.39321609571073,0.24239180222354,-5.7477855394873,9.0419821660222e-09,3.80800785199664e-08
"SPGP_0CZ01790",2038.28405135459,1.13848259195345,0.158830048378158,7.16792951698183,7.61404824571261e-13,4.54794731125887e-12
"SPGP_0CZ01800",6855.54011046141,1.30981090522824,0.129176453466819,10.1397032514497,3.68216418541118e-24,4.78143016006171e-23
"SPGP_0CZ01810",6463.27211913324,1.23319469936016,0.10914364360142,11.2988228967657,1.32988575953521e-29,2.59605391564654e-28
"SPGP_0CZ01870",19.5377378328485,-1.61166044922171,0.500142572858609,-3.22240204430134,0.00127120623916693,0.00292206361704986
"SPGP_0CZ01930",4651.19422771765,-1.16196368098467,0.153376349051575,-7.57589868431374,3.56650066567229e-14,2.35696866908492e-13
"SPGP_0CZ02020",336.619217979573,-2.5057931389608,0.234329424523211,-10.6934634609347,1.09214795533502e-26,1.71083917800453e-25
"SPGP_0CZ02040",387.426062673187,-1.91859621111936,0.190526081585617,-10.0699924921155,7.49838085312796e-24,9.54163592227544e-23
"SPGP_0CZ02110",3093.90760598946,-1.82436752264547,0.168524065052844,-10.8255608602451,2.60479494054211e-27,4.39843890910552e-26
"SPGP_0CZ02140",41.4955492290846,-2.69358181326313,0.562623716383505,-4.78753691823948,1.68840685619145e-06,5.61874473461687e-06
"SPGP_0CZ02190",82.8206607622304,2.2021341520788,0.31286624350892,7.0385802168396,1.94208486703526e-12,1.12375229895812e-11
"SPGP_0CZ02210",38.0970751379705,1.01905795656835,0.335628244665445,3.03626995869835,0.00239524804227635,0.00527079513098754
"SPGP_0CZ02220",48.48103039038,-1.04486585614617,0.313381629375292,-3.33416434852628,0.000855560899112446,0.00202913001493104
"SPGP_0CZ02260",1304.729492606,1.32499480046734,0.237591564323264,5.57677543915056,2.45017828420677e-08,9.92814029211886e-08
"SPGP_0CZ02270",457.883263102682,2.83305552903158,0.417908736472532,6.77912491838463,1.20905955727123e-11,6.56008979088766e-11
"SPGP_0CZ02280",152.878908742812,-1.04323169805242,0.199792530257564,-5.22157508445152,1.77407669958141e-07,6.57926899610944e-07
"SPGP_0CZ02290",338.946900138946,-1.3661574859221,0.150946856922386,-9.0505858404495,1.42203330926366e-19,1.38340633656954e-18
"SPGP_0CZ02300",4712.09622011681,1.3651919431967,0.136069851432033,10.033022957173,1.09123507394532e-23,1.36704512366464e-22
"SPGP_0CZ02360",63.0499793763802,1.22882610142762,0.317533804563747,3.86990639663035,0.000108877147628821,0.000292070922754209
"SPGP_0CZ02430",2001.84948962902,-1.52265578111558,0.148534379587077,-10.2512010037578,1.16882095023447e-24,1.5861961469906e-23
"SPGP_0CZ02510",341.405077628489,1.02264839500269,0.168624668863181,6.06464286570341,1.32247179985124e-09,6.02368950065573e-09
"SPGP_0CZ02530",23.1110300014074,1.10757768172159,0.436190667768616,2.5392053603245,0.0111104585484802,0.0214668463840768
"SPGP_0CZ02540",147.465235209733,2.42296534036099,0.343236662878876,7.05916821367077,1.67502206843502e-12,9.74299018457093e-12
"SPGP_0CZ02560",3197.62393976035,3.79049555867527,0.173439759975238,21.8548247484684,6.99392274734531e-106,5.17666848682675e-103
"SPGP_0CZ02570",35.5247882396385,2.16783678175633,0.382165513147623,5.67250761038435,1.40722267021574e-08,5.82430184382862e-08
"SPGP_0CZ02580",19.8317175805701,2.01741948577804,0.475245460126039,4.24500527631132,2.18588277453737e-05,6.45660485648184e-05
"SPGP_0CZ02600",139.589372432791,-1.25046911086572,0.282760456422108,-4.42236204697239,9.76276837848441e-06,2.99940881140431e-05
"SPGP_0CZ02690",45.9694128864391,1.82253429571792,0.275296984248805,6.62024795037627,3.58596862843898e-11,1.87246169064051e-10
