"","x"
"86","SPGP_0K01130"
"87","SPGP_0K01560"
"88","SPGP_0K01640"
"89","SPGP_0K01690"
"90","SPGP_0K01780"
"91","SPGP_0K01820"
"92","SPGP_0K02200"
"93","SPGP_0K02380"
"94","SPGP_0DU00430"
"95","SPGP_0DU00960"
"96","SPGP_0DU01060"
"97","SPGP_0DU01380"
"98","SPGP_0DV00360"
"99","SPGP_0DX00360"
"100","SPGP_0DX00660"
"101","SPGP_0L00700"
"102","SPGP_0L00790"
"103","SPGP_0L01480"
"104","SPGP_0L01640"
"105","SPGP_0DZ00120"
"106","SPGP_0DZ00200"
"107","SPGP_0DZ00370"
"108","SPGP_0DZ00400"
"109","SPGP_0DZ00410"
"110","SPGP_0DZ00680"
"111","SPGP_0DZ01250"
"112","SPGP_0DZ01660"
"113","SPGP_0DZ01680"
"114","SPGP_0DZ01850"
"115","SPGP_0DZ01870"
"116","SPGP_0DZ02010"
"117","SPGP_0DZ02030"
"118","SPGP_0DZ02070"
"119","SPGP_0DZ02080"
"120","SPGP_0EE00180"
"121","SPGP_0EE00220"
"122","SPGP_0M01370"
"123","SPGP_0M01430"
"124","SPGP_0M01540"
"125","SPGP_0M01590"
"126","SPGP_0M01650"
"127","SPGP_0M01710"
"128","SPGP_0M02060"
"129","SPGP_0M02080"
"130","SPGP_0M02100"
"131","SPGP_0M02200"
"132","SPGP_0M02230"
"133","SPGP_0M02600"
"134","SPGP_0M02810"
"135","SPGP_0M03090"
"136","SPGP_0M03390"
"137","SPGP_0M03410"
"138","SPGP_0M03470"
"139","SPGP_0M03700"
"140","SPGP_0N00150"
"141","SPGP_0N00500"
"142","SPGP_0N00530"
"143","SPGP_0N01030"
"144","SPGP_0N01100"
"145","SPGP_0N01110"
"146","SPGP_0N01160"
"147","SPGP_0N01190"
"148","SPGP_0N01360"
"149","SPGP_0N01600"
"150","SPGP_0N01610"
"151","SPGP_0N01700"
"152","SPGP_0N01780"
"153","SPGP_0N01830"
"154","SPGP_0N02020"
"155","SPGP_0N02030"
"156","SPGP_0P00330"
"157","SPGP_0P00770"
"158","SPGP_0P01100"
"159","SPGP_0P01230"
"160","SPGP_0P01360"
"161","SPGP_0P01460"
"162","SPGP_0P01490"
"163","SPGP_0P02060"
"164","SPGP_0P02130"
"165","SPGP_0P02550"
"166","SPGP_0P02820"
"167","SPGP_0P02830"
"168","SPGP_0P03030"
"169","SPGP_0P03110"
"170","SPGP_0Q00110"
"171","SPGP_0Q00250"
"172","SPGP_0Q00290"
"173","SPGP_0Q00530"
"174","SPGP_0Q00670"
"175","SPGP_0Q00910"
"176","SPGP_0Q00920"
"177","SPGP_0Q01010"
"178","SPGP_0Q01080"
"179","SPGP_0Q01420"
"180","SPGP_0Q01540"
"181","SPGP_0Q01570"
"182","SPGP_0Q02240"
"183","SPGP_0Q02330"
"184","SPGP_0Q02360"
"185","SPGP_0Q02430"
"186","SPGP_0Q02640"
"187","SPGP_0Q03020"
"188","SPGP_0Q03240"
"189","SPGP_0Q03350"
"190","SPGP_0Q03490"
"191","SPGP_0Q03650"
"192","SPGP_0Q04230"
"193","SPGP_0Q04340"
"194","SPGP_0Q05010"
"195","SPGP_0Q05030"
"196","SPGP_0Q05080"
"197","SPGP_0R00230"
"198","SPGP_0R00490"
"199","SPGP_0R00570"
"200","SPGP_0R00980"
"201","SPGP_0R01320"
"202","SPGP_0R02030"
"203","SPGP_0R02150"
"204","SPGP_0R02520"
"205","SPGP_0R02950"
"206","SPGP_0R03070"
"207","SPGP_0R03090"
"208","SPGP_0R03110"
"209","SPGP_0R03130"
"210","SPGP_0R03380"
"211","SPGP_0R03420"
"212","SPGP_0R03460"
"213","SPGP_0S00460"
"214","SPGP_0S00470"
"215","SPGP_0S00940"
"216","SPGP_0S01130"
"217","SPGP_0S01810"
"218","SPGP_0S02330"
"219","SPGP_0S02420"
"220","SPGP_0S02640"
"221","SPGP_0S02850"
"222","SPGP_0S02860"
"223","SPGP_0S03410"
"224","SPGP_0S03480"
"225","SPGP_0T00130"
"226","SPGP_0T00240"
"227","SPGP_0T00340"
"228","SPGP_0T00350"
"229","SPGP_0T00420"
"230","SPGP_0U00100"
"231","SPGP_0U00590"
"232","SPGP_0U00760"
"233","SPGP_0U00860"
"234","SPGP_0U00910"
"235","SPGP_0U01280"
"236","SPGP_0U01330"
"237","SPGP_0U01440"
"238","SPGP_0V00210"
"239","SPGP_0V00230"
"240","SPGP_0V00830"
"241","SPGP_0V00920"
"242","SPGP_0V00960"
"243","SPGP_0V01090"
"244","SPGP_0V01410"
"245","SPGP_0V01730"
"246","SPGP_0V01860"
"247","SPGP_0V01970"
"248","SPGP_0W00120"
"249","SPGP_0W00500"
"250","SPGP_0W00590"
"251","SPGP_0W01140"
"252","SPGP_0W01190"
"253","SPGP_0W01230"
"254","SPGP_0W01460"
"255","SPGP_0W01470"
"256","SPGP_0W01720"
"257","SPGP_0W02290"
"258","SPGP_0W02330"
"259","SPGP_0W02480"
"260","SPGP_0W02500"
"261","SPGP_0W02750"
"262","SPGP_0W02970"
"263","SPGP_0W03320"
"264","SPGP_0W03470"
"265","SPGP_0W03540"
"266","SPGP_0W03900"
"267","SPGP_0X00230"
"268","SPGP_0X00290"
"269","SPGP_0X00330"
"270","SPGP_0X01040"
"271","SPGP_0Y00380"
"272","SPGP_0Y00640"
"273","SPGP_0Y01260"
"274","SPGP_0Y01290"
"275","SPGP_0Y01470"
"276","SPGP_0Y01660"
"277","SPGP_0Y01690"
"278","SPGP_0Y01780"
"279","SPGP_0Z00760"
"280","SPGP_0Z01050"
"281","SPGP_0Z01080"
"282","SPGP_0Z01240"
"283","SPGP_0Z01350"
"284","SPGP_0Z01480"
"285","SPGP_0Z01600"
"286","SPGP_0Z01910"
"287","SPGP_0Z02060"
"288","SPGP_0Z02410"
"289","SPGP_0Z02450"
"290","SPGP_0Z02720"
"291","SPGP_0Z02980"
"292","SPGP_0Z03080"
"293","SPGP_0AA00260"
"294","SPGP_0AA00510"
"295","SPGP_0AA00750"
"296","SPGP_0AC00180"
"297","SPGP_0AC00510"
"298","SPGP_0AC00830"
"299","SPGP_0AC01020"
"300","SPGP_0B00260"
"301","SPGP_0B01110"
"302","SPGP_0B01140"
"303","SPGP_0B01180"
"304","SPGP_0B01260"
"305","SPGP_0B01940"
"306","SPGP_0AE00250"
"307","SPGP_0AF00130"
"308","SPGP_0AF00200"
"309","SPGP_0AF00300"
"310","SPGP_0AF00400"
"311","SPGP_0AF00480"
"312","SPGP_0AH00350"
"313","SPGP_0C00110"
"314","SPGP_0C00320"
"315","SPGP_0C00480"
"316","SPGP_0C00560"
"317","SPGP_0C00740"
"318","SPGP_0C01140"
"319","SPGP_0C01180"
"320","SPGP_0C01490"
"321","SPGP_0C01850"
"322","SPGP_0C02350"
"323","SPGP_0C02790"
"324","SPGP_0C03260"
"325","SPGP_0C03290"
"326","SPGP_0C03540"
"327","SPGP_0C03820"
"328","SPGP_0C03930"
"329","SPGP_0C04240"
"330","SPGP_0C04300"
"331","SPGP_0C04340"
"332","SPGP_0C04800"
"333","SPGP_0C05190"
"334","SPGP_0C05230"
"335","SPGP_0D00170"
"336","SPGP_0D00220"
"337","SPGP_0D00280"
"338","SPGP_0D00400"
"339","SPGP_0D01040"
"340","SPGP_0BF00110"
"341","SPGP_0BF00270"
"342","SPGP_0E00410"
"343","SPGP_0E00620"
"344","SPGP_0E00860"
"345","SPGP_0E00990"
"346","SPGP_0E01740"
"347","SPGP_0E01810"
"348","SPGP_0F00190"
"349","SPGP_0F00680"
"350","SPGP_0F00870"
"351","SPGP_0F00920"
"352","SPGP_0F00930"
"353","SPGP_0F01310"
"354","SPGP_0F01510"
"355","SPGP_0F01530"
"356","SPGP_0F01830"
"357","SPGP_0F01900"
"358","SPGP_0F01920"
"359","SPGP_0F02090"
"360","SPGP_0F02240"
"361","SPGP_0F02250"
"362","SPGP_0F02340"
"363","SPGP_0F02620"
"364","SPGP_0F02710"
"365","SPGP_0F03530"
"366","SPGP_0F04160"
"367","SPGP_0F04700"
"368","SPGP_0F04770"
"369","SPGP_0F04780"
"370","SPGP_0F05020"
"371","SPGP_0G00490"
"372","SPGP_0G00620"
"373","SPGP_0G00860"
"374","SPGP_0G01010"
"375","SPGP_0G01380"
"376","SPGP_0G01420"
"377","SPGP_0G01450"
"378","SPGP_0G01530"
"379","SPGP_0G02280"
"380","SPGP_0G02320"
"381","SPGP_0G02380"
"382","SPGP_0G02420"
"383","SPGP_0G03080"
"384","SPGP_0H00830"
"385","SPGP_0I00600"
"386","SPGP_0I00650"
"387","SPGP_0I00830"
"388","SPGP_0I01110"
"389","SPGP_0I01510"
"390","SPGP_0I01800"
"391","SPGP_0I02370"
"392","SPGP_0I02690"
