"","x"
"206","SPGP_0N00570"
"207","SPGP_0N00690"
"208","SPGP_0N00960"
"209","SPGP_0N01140"
"210","SPGP_0N01640"
"211","SPGP_0N01790"
"212","SPGP_0N01800"
"213","SPGP_0N01850"
"214","SPGP_0N01860"
"215","SPGP_0N02080"
"216","SPGP_0N02200"
"217","SPGP_0N02280"
"218","SPGP_0ET00180"
"219","SPGP_0ET00190"
"220","SPGP_0EX00230"
"221","SPGP_0FB00100"
"222","SPGP_0FD00100"
"223","SPGP_0P00130"
"224","SPGP_0P00150"
"225","SPGP_0P00160"
"226","SPGP_0P00280"
"227","SPGP_0P00310"
"228","SPGP_0P00420"
"229","SPGP_0P00520"
"230","SPGP_0P00890"
"231","SPGP_0P01060"
"232","SPGP_0P01110"
"233","SPGP_0P01130"
"234","SPGP_0P01140"
"235","SPGP_0P01220"
"236","SPGP_0P01240"
"237","SPGP_0P01320"
"238","SPGP_0P01400"
"239","SPGP_0P01650"
"240","SPGP_0P01750"
"241","SPGP_0P01890"
"242","SPGP_0P02220"
"243","SPGP_0P02490"
"244","SPGP_0P02560"
"245","SPGP_0P02790"
"246","SPGP_0P02850"
"247","SPGP_0P02960"
"248","SPGP_0FT00150"
"249","SPGP_0Q00160"
"250","SPGP_0Q00240"
"251","SPGP_0Q00320"
"252","SPGP_0Q00770"
"253","SPGP_0Q01040"
"254","SPGP_0Q01210"
"255","SPGP_0Q01220"
"256","SPGP_0Q01390"
"257","SPGP_0Q01640"
"258","SPGP_0Q01800"
"259","SPGP_0Q01830"
"260","SPGP_0Q01840"
"261","SPGP_0Q01870"
"262","SPGP_0Q01990"
"263","SPGP_0Q02020"
"264","SPGP_0Q02050"
"265","SPGP_0Q02220"
"266","SPGP_0Q02380"
"267","SPGP_0Q02540"
"268","SPGP_0Q03340"
"269","SPGP_0Q03510"
"270","SPGP_0Q03530"
"271","SPGP_0Q03550"
"272","SPGP_0Q03810"
"273","SPGP_0Q03870"
"274","SPGP_0Q04010"
"275","SPGP_0Q04170"
"276","SPGP_0Q04250"
"277","SPGP_0Q04260"
"278","SPGP_0Q04440"
"279","SPGP_0Q04900"
"280","SPGP_0Q04910"
"281","SPGP_0Q04980"
"282","SPGP_0Q05090"
"283","SPGP_0R00270"
"284","SPGP_0R00340"
"285","SPGP_0R00450"
"286","SPGP_0R00480"
"287","SPGP_0R00640"
"288","SPGP_0R00770"
"289","SPGP_0R00900"
"290","SPGP_0R01200"
"291","SPGP_0R01220"
"292","SPGP_0R01250"
"293","SPGP_0R01350"
"294","SPGP_0R01650"
"295","SPGP_0R01910"
"296","SPGP_0R01960"
"297","SPGP_0R01990"
"298","SPGP_0R02250"
"299","SPGP_0R02290"
"300","SPGP_0R02320"
"301","SPGP_0R02330"
"302","SPGP_0R02560"
"303","SPGP_0R02900"
"304","SPGP_0R02970"
"305","SPGP_0R03210"
"306","SPGP_0R03440"
"307","SPGP_0R03510"
"308","SPGP_0R03520"
"309","SPGP_0S00160"
"310","SPGP_0S00300"
"311","SPGP_0S00480"
"312","SPGP_0S00510"
"313","SPGP_0S00680"
"314","SPGP_0S00970"
"315","SPGP_0S01010"
"316","SPGP_0S01100"
"317","SPGP_0S01200"
"318","SPGP_0S01210"
"319","SPGP_0S01480"
"320","SPGP_0S01710"
"321","SPGP_0S01910"
"322","SPGP_0S02050"
"323","SPGP_0S02130"
"324","SPGP_0S02250"
"325","SPGP_0S02340"
"326","SPGP_0S02390"
"327","SPGP_0S02460"
"328","SPGP_0S02560"
"329","SPGP_0S02690"
"330","SPGP_0S02790"
"331","SPGP_0S02830"
"332","SPGP_0S02970"
"333","SPGP_0S03190"
"334","SPGP_0S03340"
"335","SPGP_0S03380"
"336","SPGP_0S03490"
"337","SPGP_0S03500"
"338","SPGP_0T00100"
"339","SPGP_0T00320"
"340","SPGP_0U00170"
"341","SPGP_0U00430"
"342","SPGP_0U00920"
"343","SPGP_0U01310"
"344","SPGP_0U01390"
"345","SPGP_0U01670"
"346","SPGP_0U01780"
"347","SPGP_0U02090"
"348","SPGP_0U02120"
"349","SPGP_0V00150"
"350","SPGP_0V00380"
"351","SPGP_0V00600"
"352","SPGP_0V00610"
"353","SPGP_0V00860"
"354","SPGP_0V01180"
"355","SPGP_0V01210"
"356","SPGP_0V01380"
"357","SPGP_0V01920"
"358","SPGP_0V02000"
"359","SPGP_0V02140"
"360","SPGP_0W00130"
"361","SPGP_0W00140"
"362","SPGP_0W00240"
"363","SPGP_0W00360"
"364","SPGP_0W00570"
"365","SPGP_0W00610"
"366","SPGP_0W00690"
"367","SPGP_0W00780"
"368","SPGP_0W00790"
"369","SPGP_0W00950"
"370","SPGP_0W01490"
"371","SPGP_0W01500"
"372","SPGP_0W01540"
"373","SPGP_0W01560"
"374","SPGP_0W01580"
"375","SPGP_0W01590"
"376","SPGP_0W01640"
"377","SPGP_0W01760"
"378","SPGP_0W01870"
"379","SPGP_0W01940"
"380","SPGP_0W02350"
"381","SPGP_0W02370"
"382","SPGP_0W02380"
"383","SPGP_0W02490"
"384","SPGP_0W02550"
"385","SPGP_0W02720"
"386","SPGP_0W02740"
"387","SPGP_0W02930"
"388","SPGP_0W02960"
"389","SPGP_0W02980"
"390","SPGP_0W03300"
"391","SPGP_0W03340"
"392","SPGP_0W03460"
"393","SPGP_0W03620"
"394","SPGP_0W04090"
"395","SPGP_0W04300"
"396","SPGP_0W04570"
"397","SPGP_0W04630"
"398","SPGP_0W04690"
"399","SPGP_0W04720"
"400","SPGP_0X00320"
"401","SPGP_0X00410"
"402","SPGP_0X00420"
"403","SPGP_0X00480"
"404","SPGP_0X00530"
"405","SPGP_0X00650"
"406","SPGP_0X00730"
"407","SPGP_0X00760"
"408","SPGP_0X00770"
"409","SPGP_0X00780"
"410","SPGP_0X00820"
"411","SPGP_0X00890"
"412","SPGP_0Y00150"
"413","SPGP_0Y00180"
"414","SPGP_0Y00460"
"415","SPGP_0Y00590"
"416","SPGP_0Y00600"
"417","SPGP_0Y01050"
"418","SPGP_0Y01350"
"419","SPGP_0Y01480"
"420","SPGP_0Y01590"
"421","SPGP_0Z00100"
"422","SPGP_0Z00700"
"423","SPGP_0Z00850"
"424","SPGP_0Z01040"
"425","SPGP_0Z01270"
"426","SPGP_0Z01280"
"427","SPGP_0Z01550"
"428","SPGP_0Z01560"
"429","SPGP_0Z01670"
"430","SPGP_0Z01940"
"431","SPGP_0Z01950"
"432","SPGP_0Z02040"
"433","SPGP_0Z02050"
"434","SPGP_0Z02470"
"435","SPGP_0Z02610"
"436","SPGP_0Z02650"
"437","SPGP_0Z02830"
"438","SPGP_0Z02900"
"439","SPGP_0Z03040"
"440","SPGP_0AA00180"
"441","SPGP_0AA00360"
"442","SPGP_0AA00370"
"443","SPGP_0AA00610"
"444","SPGP_0AA00700"
"445","SPGP_0AA00770"
"446","SPGP_0AA01010"
"447","SPGP_0AC00360"
"448","SPGP_0AC00470"
"449","SPGP_0AC00570"
"450","SPGP_0AC00600"
"451","SPGP_0AC00630"
"452","SPGP_0AC00780"
"453","SPGP_0AC01050"
"454","SPGP_0B00180"
"455","SPGP_0B00200"
"456","SPGP_0B00220"
"457","SPGP_0B00700"
"458","SPGP_0B00720"
"459","SPGP_0B00820"
"460","SPGP_0B01150"
"461","SPGP_0B01680"
"462","SPGP_0B01970"
"463","SPGP_0B02000"
"464","SPGP_0AE00140"
"465","SPGP_0AE00240"
"466","SPGP_0AE00300"
"467","SPGP_0AE00310"
"468","SPGP_0AE00330"
"469","SPGP_0AE00340"
"470","SPGP_0AE00670"
"471","SPGP_0AE00680"
"472","SPGP_0AE00730"
"473","SPGP_0AE00740"
"474","SPGP_0AE01150"
"475","SPGP_0AE01190"
"476","SPGP_0AF00110"
"477","SPGP_0AF00320"
"478","SPGP_0AG00160"
"479","SPGP_0AH00100"
"480","SPGP_0AH00110"
"481","SPGP_0AH00120"
"482","SPGP_0AH00590"
"483","SPGP_0AH00600"
"484","SPGP_0AH00710"
"485","SPGP_0AI00130"
"486","SPGP_0AI00160"
"487","SPGP_0AI00270"
"488","SPGP_0AI00360"
"489","SPGP_0AI00400"
"490","SPGP_0C00350"
"491","SPGP_0C00370"
"492","SPGP_0C00410"
"493","SPGP_0C00520"
"494","SPGP_0C00530"
"495","SPGP_0C00730"
"496","SPGP_0C01240"
"497","SPGP_0C01250"
"498","SPGP_0C01620"
"499","SPGP_0C01680"
"500","SPGP_0C01740"
"501","SPGP_0C01780"
"502","SPGP_0C01800"
"503","SPGP_0C01860"
"504","SPGP_0C02020"
"505","SPGP_0C02180"
"506","SPGP_0C02500"
"507","SPGP_0C02570"
"508","SPGP_0C02590"
"509","SPGP_0C02820"
"510","SPGP_0C02980"
"511","SPGP_0C03210"
"512","SPGP_0C03400"
"513","SPGP_0C03610"
"514","SPGP_0C03620"
"515","SPGP_0C03710"
"516","SPGP_0C03720"
"517","SPGP_0C04020"
"518","SPGP_0C04130"
"519","SPGP_0C04610"
"520","SPGP_0D00210"
"521","SPGP_0D00230"
"522","SPGP_0D00510"
"523","SPGP_0D00700"
"524","SPGP_0D00800"
"525","SPGP_0D00870"
"526","SPGP_0BA00100"
"527","SPGP_0BC00200"
"528","SPGP_0BF00120"
"529","SPGP_0BF00290"
"530","SPGP_0BF00310"
"531","SPGP_0BF00320"
"532","SPGP_0BF00340"
"533","SPGP_0BF00350"
"534","SPGP_0E00220"
"535","SPGP_0E00480"
"536","SPGP_0E01280"
"537","SPGP_0E01320"
"538","SPGP_0E01500"
"539","SPGP_0E01640"
"540","SPGP_0E01760"
"541","SPGP_0E02070"
"542","SPGP_0E02380"
"543","SPGP_0F00240"
"544","SPGP_0F00310"
"545","SPGP_0F00390"
"546","SPGP_0F00800"
"547","SPGP_0F00830"
"548","SPGP_0F00840"
"549","SPGP_0F00960"
"550","SPGP_0F01070"
"551","SPGP_0F01140"
"552","SPGP_0F01150"
"553","SPGP_0F01540"
"554","SPGP_0F01570"
"555","SPGP_0F01760"
"556","SPGP_0F01940"
"557","SPGP_0F02110"
"558","SPGP_0F02120"
"559","SPGP_0F02130"
"560","SPGP_0F02150"
"561","SPGP_0F02170"
"562","SPGP_0F02270"
"563","SPGP_0F02460"
"564","SPGP_0F03160"
"565","SPGP_0F03180"
"566","SPGP_0F03190"
"567","SPGP_0F03230"
"568","SPGP_0F03400"
"569","SPGP_0F03990"
"570","SPGP_0F04190"
"571","SPGP_0F04600"
"572","SPGP_0F04730"
"573","SPGP_0F04850"
"574","SPGP_0G00320"
"575","SPGP_0G00380"
"576","SPGP_0G00650"
"577","SPGP_0G00670"
"578","SPGP_0G00910"
"579","SPGP_0G00970"
"580","SPGP_0G01060"
"581","SPGP_0G01440"
"582","SPGP_0G01590"
"583","SPGP_0G01750"
"584","SPGP_0G02150"
"585","SPGP_0G02250"
"586","SPGP_0G02260"
"587","SPGP_0G02270"
"588","SPGP_0G02350"
"589","SPGP_0G02440"
"590","SPGP_0G02470"
"591","SPGP_0G03030"
"592","SPGP_0G03140"
"593","SPGP_0G03210"
"594","SPGP_0H00380"
"595","SPGP_0H00390"
"596","SPGP_0H00450"
"597","SPGP_0H00510"
"598","SPGP_0H00550"
"599","SPGP_0H00720"
"600","SPGP_0H00800"
"601","SPGP_0H00840"
"602","SPGP_0H00860"
"603","SPGP_0I00160"
"604","SPGP_0I00290"
"605","SPGP_0I01060"
"606","SPGP_0I01340"
"607","SPGP_0I01440"
"608","SPGP_0I01530"
"609","SPGP_0I01960"
"610","SPGP_0I02160"
"611","SPGP_0I02340"
"612","SPGP_0I02580"
