"","x"
"307","SPGP_0Z02080"
"308","SPGP_0Z02150"
"309","SPGP_0Z02380"
"310","SPGP_0Z02590"
"311","SPGP_0Z02660"
"312","SPGP_0Z02680"
"313","SPGP_0Z03020"
"314","SPGP_0Z03070"
"315","SPGP_0AA00290"
"316","SPGP_0AA00890"
"317","SPGP_0AC00110"
"318","SPGP_0AC00430"
"319","SPGP_0AC00450"
"320","SPGP_0AC00650"
"321","SPGP_0AC00660"
"322","SPGP_0AC00720"
"323","SPGP_0AC01110"
"324","SPGP_0B00160"
"325","SPGP_0B00170"
"326","SPGP_0B00180"
"327","SPGP_0B00940"
"328","SPGP_0B01530"
"329","SPGP_0B01830"
"330","SPGP_0AE00250"
"331","SPGP_0AE00480"
"332","SPGP_0AE00620"
"333","SPGP_0AE00710"
"334","SPGP_0AE00810"
"335","SPGP_0AE00820"
"336","SPGP_0AE01110"
"337","SPGP_0AE01120"
"338","SPGP_0AE01280"
"339","SPGP_0AF00430"
"340","SPGP_0AH00360"
"341","SPGP_0AH00430"
"342","SPGP_0AH00560"
"343","SPGP_0AH00790"
"344","SPGP_0AI00470"
"345","SPGP_0C00190"
"346","SPGP_0C00200"
"347","SPGP_0C00470"
"348","SPGP_0C01240"
"349","SPGP_0C01560"
"350","SPGP_0C02130"
"351","SPGP_0C02200"
"352","SPGP_0C02340"
"353","SPGP_0C02600"
"354","SPGP_0C02650"
"355","SPGP_0C02670"
"356","SPGP_0C03220"
"357","SPGP_0C03500"
"358","SPGP_0C03650"
"359","SPGP_0C03850"
"360","SPGP_0C04080"
"361","SPGP_0C04610"
"362","SPGP_0C04930"
"363","SPGP_0C05000"
"364","SPGP_0C05060"
"365","SPGP_0C05180"
"366","SPGP_0D00360"
"367","SPGP_0D00400"
"368","SPGP_0BF00110"
"369","SPGP_0BF00360"
"370","SPGP_0BF00420"
"371","SPGP_0E00200"
"372","SPGP_0E00320"
"373","SPGP_0E00640"
"374","SPGP_0E00720"
"375","SPGP_0E00760"
"376","SPGP_0E01260"
"377","SPGP_0E01370"
"378","SPGP_0E01380"
"379","SPGP_0E02140"
"380","SPGP_0E02160"
"381","SPGP_0E02530"
"382","SPGP_0E02620"
"383","SPGP_0BI00100"
"384","SPGP_0F00430"
"385","SPGP_0F00690"
"386","SPGP_0F00750"
"387","SPGP_0F00770"
"388","SPGP_0F01280"
"389","SPGP_0F01440"
"390","SPGP_0F01490"
"391","SPGP_0F01950"
"392","SPGP_0F02270"
"393","SPGP_0F02310"
"394","SPGP_0F02320"
"395","SPGP_0F02470"
"396","SPGP_0F02560"
"397","SPGP_0F02570"
"398","SPGP_0F02770"
"399","SPGP_0F03110"
"400","SPGP_0F03330"
"401","SPGP_0F03770"
"402","SPGP_0F04190"
"403","SPGP_0F04330"
"404","SPGP_0F04360"
"405","SPGP_0F04390"
"406","SPGP_0F04670"
"407","SPGP_0F04910"
"408","SPGP_0F04940"
"409","SPGP_0G00380"
"410","SPGP_0G00840"
"411","SPGP_0G01300"
"412","SPGP_0G01420"
"413","SPGP_0G01600"
"414","SPGP_0G01980"
"415","SPGP_0G02110"
"416","SPGP_0G02180"
"417","SPGP_0G02510"
"418","SPGP_0G02840"
"419","SPGP_0G02970"
"420","SPGP_0G02980"
"421","SPGP_0G03020"
"422","SPGP_0G03330"
"423","SPGP_0G03350"
"424","SPGP_0H00160"
"425","SPGP_0H00200"
"426","SPGP_0H00630"
"427","SPGP_0H00680"
"428","SPGP_0I00120"
"429","SPGP_0I00560"
"430","SPGP_0I00920"
"431","SPGP_0I01070"
"432","SPGP_0I01320"
"433","SPGP_0I01650"
"434","SPGP_0I01690"
"435","SPGP_0I01720"
"436","SPGP_0I01850"
"437","SPGP_0I01870"
"438","SPGP_0I01880"
"439","SPGP_0I01920"
"440","SPGP_0I02150"
"441","SPGP_0I02570"
