"","x"
"460","SPGP_0AI00480"
"461","SPGP_0C00290"
"462","SPGP_0C00350"
"463","SPGP_0C00400"
"464","SPGP_0C00410"
"465","SPGP_0C00790"
"466","SPGP_0C00800"
"467","SPGP_0C01060"
"468","SPGP_0C01210"
"469","SPGP_0C01680"
"470","SPGP_0C01740"
"471","SPGP_0C01780"
"472","SPGP_0C01850"
"473","SPGP_0C01970"
"474","SPGP_0C01980"
"475","SPGP_0C02020"
"476","SPGP_0C02470"
"477","SPGP_0C02490"
"478","SPGP_0C02590"
"479","SPGP_0C02690"
"480","SPGP_0C02810"
"481","SPGP_0C02820"
"482","SPGP_0C03210"
"483","SPGP_0C03620"
"484","SPGP_0C03880"
"485","SPGP_0C03890"
"486","SPGP_0C03950"
"487","SPGP_0C04020"
"488","SPGP_0C04520"
"489","SPGP_0C04650"
"490","SPGP_0C04660"
"491","SPGP_0AS00100"
"492","SPGP_0AT00110"
"493","SPGP_0D00210"
"494","SPGP_0D00310"
"495","SPGP_0D00700"
"496","SPGP_0D00750"
"497","SPGP_0D00760"
"498","SPGP_0D00890"
"499","SPGP_0BA00100"
"500","SPGP_0BF00150"
"501","SPGP_0BF00200"
"502","SPGP_0BF00290"
"503","SPGP_0BF00300"
"504","SPGP_0BF00320"
"505","SPGP_0BF00340"
"506","SPGP_0BF00350"
"507","SPGP_0BF00430"
"508","SPGP_0E00170"
"509","SPGP_0E00410"
"510","SPGP_0E00480"
"511","SPGP_0E00650"
"512","SPGP_0E00940"
"513","SPGP_0E01280"
"514","SPGP_0E01300"
"515","SPGP_0E01320"
"516","SPGP_0E01350"
"517","SPGP_0E01530"
"518","SPGP_0E01610"
"519","SPGP_0E01630"
"520","SPGP_0E01640"
"521","SPGP_0E01760"
"522","SPGP_0E01780"
"523","SPGP_0E01900"
"524","SPGP_0E02070"
"525","SPGP_0E02080"
"526","SPGP_0F00270"
"527","SPGP_0F00460"
"528","SPGP_0F00830"
"529","SPGP_0F00840"
"530","SPGP_0F00960"
"531","SPGP_0F01070"
"532","SPGP_0F01140"
"533","SPGP_0F01150"
"534","SPGP_0F01270"
"535","SPGP_0F01540"
"536","SPGP_0F01570"
"537","SPGP_0F01630"
"538","SPGP_0F01940"
"539","SPGP_0F02170"
"540","SPGP_0F02230"
"541","SPGP_0F02330"
"542","SPGP_0F02620"
"543","SPGP_0F03180"
"544","SPGP_0F03190"
"545","SPGP_0F03220"
"546","SPGP_0F03400"
"547","SPGP_0F03430"
"548","SPGP_0F03600"
"549","SPGP_0F03700"
"550","SPGP_0F04090"
"551","SPGP_0F04850"
"552","SPGP_0G00110"
"553","SPGP_0G00130"
"554","SPGP_0G00140"
"555","SPGP_0G00650"
"556","SPGP_0G00660"
"557","SPGP_0G00670"
"558","SPGP_0G00690"
"559","SPGP_0G00910"
"560","SPGP_0G00950"
"561","SPGP_0G00970"
"562","SPGP_0G01120"
"563","SPGP_0G01590"
"564","SPGP_0G01680"
"565","SPGP_0G01700"
"566","SPGP_0G01920"
"567","SPGP_0G01940"
"568","SPGP_0G02270"
"569","SPGP_0G02690"
"570","SPGP_0G03000"
"571","SPGP_0G03030"
"572","SPGP_0G03040"
"573","SPGP_0G03140"
"574","SPGP_0G03380"
"575","SPGP_0H00350"
"576","SPGP_0H00380"
"577","SPGP_0H00390"
"578","SPGP_0H00550"
"579","SPGP_0H00720"
"580","SPGP_0H00850"
"581","SPGP_0I00290"
"582","SPGP_0I00470"
"583","SPGP_0I00810"
"584","SPGP_0I01020"
"585","SPGP_0I01060"
"586","SPGP_0I01200"
"587","SPGP_0I01360"
"588","SPGP_0I01400"
"589","SPGP_0I01530"
"590","SPGP_0I02330"
